"ROW_ID","ORDER_ID","ORDER_DATE","SHIP_DATE","CITY","PRODUCT_NAME","SALES","QUANTITY","DISCOUNT","PROFIT","DA","WK","BW","MO","QU","HY","YE"
6466,"CA-2015-114503","11/13/2015","11/17/2015","Lebanon","Portfile Personal File Boxes",84.96,6,0.2,6.372,"D285","WK41","BW21","M10","Q01","H01","Y01"
6467,"CA-2017-153080","5/22/2017","5/25/2017","Los Angeles","Maxell 74 Minute CDR, 10/Pack",68.46,7,0,25.3302,"","","","","","",""
6468,"CA-2016-163804","12/2/2016","12/8/2016","Providence","Deluxe Rollaway Locking File with Drawer",2079.4,5,0,582.232,"","","","M11","Q03","H02","Y02"
6469,"CA-2016-163804","12/2/2016","12/8/2016","Providence","VTech DS6151",629.95,5,0,176.386,"","","","M11","Q03","H02","Y02"
6470,"CA-2016-163804","12/2/2016","12/8/2016","Providence","Eldon 500 Class Desk Accessories",72.42,6,0,23.8986,"","","","M11","Q03","H02","Y02"
6471,"CA-2015-108532","8/29/2015","9/2/2015","Detroit","Samsung Rugby III",131.98,2,0,35.6346,"D209","WK30","BW15","M08","Q01","H01","Y01"
6472,"CA-2015-108532","8/29/2015","9/2/2015","Detroit","Logitech Desktop MK120 Mouse and keyboard Combo",114.52,7,0,11.452,"D209","WK30","BW15","M08","Q01","H01","Y01"
6473,"CA-2014-151897","6/6/2014","6/10/2014","Houston","Round Specialty Laser Printer Labels",100.24,10,0.2,33.831,"","","","","","",""
6474,"CA-2016-113292","3/18/2016","3/20/2016","Columbia","Hoover WindTunnel Plus Canister Vacuum",871.8,3,0.2,87.18,"D408","WK59","BW30","M14","Q03","H02","Y02"
6475,"CA-2014-149524","1/14/2014","1/15/2014","Philadelphia","Sauder Cornerstone Collection Library",61.96,4,0.5,-53.2856,"","","","","","",""
6476,"CA-2017-140872","6/3/2017","6/10/2017","Pembroke Pines","Wilson Jones Standard D-Ring Binders",4.554,3,0.7,-3.4914,"","","","","","",""
6477,"CA-2017-140872","6/3/2017","6/10/2017","Pembroke Pines","Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",5.2,2,0.2,0.585,"","","","","","",""
6478,"CA-2017-140872","6/3/2017","6/10/2017","Pembroke Pines","Logitech P710e Mobile Speakerphone",205.992,1,0.2,-2.5749,"","","","","","",""
6479,"CA-2017-140872","6/3/2017","6/10/2017","Pembroke Pines","Xerox 206",15.552,3,0.2,5.4432,"","","","","","",""
6480,"CA-2017-140872","6/3/2017","6/10/2017","Pembroke Pines","VTech DS6151",503.96,5,0.2,50.396,"","","","","","",""
6481,"CA-2017-140872","6/3/2017","6/10/2017","Pembroke Pines","Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",24.472,7,0.2,1.8354,"","","","","","",""
6482,"CA-2017-140872","6/3/2017","6/10/2017","Pembroke Pines","Bush Mission Pointe Library",241.568,2,0.2,0,"","","","","","",""
6483,"CA-2017-140872","6/3/2017","6/10/2017","Pembroke Pines","WD My Passport Ultra 1TB Portable External Hard Drive",110.4,2,0.2,-4.14,"","","","","","",""
6484,"CA-2017-113908","6/3/2017","6/9/2017","New York City","Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",384.768,2,0.4,-115.4304,"","","","","","",""
6485,"CA-2017-113908","6/3/2017","6/9/2017","New York City","Hewlett-Packard 300S Scientific Calculator",78.66,6,0,36.1836,"","","","","","",""
6486,"CA-2017-113908","6/3/2017","6/9/2017","New York City","Xerox 188",45.36,4,0,22.2264,"","","","","","",""
6487,"CA-2015-120621","3/21/2015","3/26/2015","Jacksonville","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",962.08,4,0.2,156.338,"D049","WK07","","M02","Q01","H01","Y01"
6488,"CA-2015-120621","3/21/2015","3/26/2015","Jacksonville","GBC Laser Imprintable Binding System Covers, Desert Sand",12.843,3,0.7,-9.8463,"D049","WK07","","M02","Q01","H01","Y01"
6489,"CA-2015-120621","3/21/2015","3/26/2015","Jacksonville","Xerox 1883",295.456,14,0.2,96.0232,"D049","WK07","","M02","Q01","H01","Y01"
6490,"US-2017-148866","9/19/2017","9/24/2017","New York City","Xerox 228",32.4,5,0,15.552,"","","","","","",""
6491,"CA-2014-149594","9/15/2014","9/19/2014","Philadelphia","Seth Thomas 16"" Steel Case Clock",103.936,4,0.2,16.8896,"","","","","","",""
6492,"CA-2016-113845","11/20/2016","11/25/2016","Orlando","O'Sullivan 2-Door Barrister Bookcase in Odessa Pine",289.568,2,0.2,10.8588,"","","","M11","Q03","H02","Y02"
6493,"CA-2016-113845","11/20/2016","11/25/2016","Orlando","Akro-Mils 12-Gallon Tote",39.72,5,0.2,4.4685,"","","","M11","Q03","H02","Y02"
6494,"CA-2016-113845","11/20/2016","11/25/2016","Orlando","Grandstream GXP2100 Mainstream Business Phone",244.768,4,0.2,24.4768,"","","","M11","Q03","H02","Y02"
6495,"CA-2017-111262","10/28/2017","11/1/2017","Houston","Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive",24,2,0.2,-2.7,"","","","","","",""
6496,"CA-2017-111262","10/28/2017","11/1/2017","Houston","Xerox 21",15.552,3,0.2,5.4432,"","","","","","",""
6497,"CA-2017-111262","10/28/2017","11/1/2017","Houston","Logitech Desktop MK120 Mouse and keyboard Combo",26.176,2,0.2,-3.272,"","","","","","",""
6498,"CA-2015-103135","7/24/2015","7/28/2015","Louisville","Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3,0,6.0726,"D173","WK25","BW13","M06","Q01","H01","Y01"
6499,"CA-2015-103135","7/24/2015","7/28/2015","Louisville","GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",135.09,9,0,62.1414,"D173","WK25","BW13","M06","Q01","H01","Y01"
6500,"CA-2015-103135","7/24/2015","7/28/2015","Louisville","Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard",279.86,14,0,64.3678,"D173","WK25","BW13","M06","Q01","H01","Y01"
6501,"CA-2015-103135","7/24/2015","7/28/2015","Louisville","GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",90.06,6,0,41.4276,"D173","WK25","BW13","M06","Q01","H01","Y01"
6502,"CA-2014-129147","11/2/2014","11/6/2014","Medina","Polycom CX300 Desktop Phone USB VoIP phone",539.964,6,0.4,-107.9928,"","","","","","",""
6503,"CA-2014-129147","11/2/2014","11/6/2014","Medina","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink",50.232,7,0.4,-10.0464,"","","","","","",""
6504,"CA-2014-129147","11/2/2014","11/6/2014","Medina","Acco D-Ring Binder w/DublLock",19.242,3,0.7,-13.4694,"","","","","","",""
6505,"CA-2017-128265","11/17/2017","11/22/2017","New York City","Deluxe Rollaway Locking File with Drawer",1247.64,3,0,349.3392,"","","","","","",""
6506,"CA-2016-152331","6/26/2016","6/30/2016","Chicago","Newell 311",5.304,3,0.2,0.4641,"D510","WK73","BW37","M17","Q03","H02","Y02"
6507,"US-2016-128909","10/9/2016","10/11/2016","Philadelphia","Xerox 1947",19.136,4,0.2,5.98,"","","","M11","Q03","H02","Y02"
6508,"US-2016-128909","10/9/2016","10/11/2016","Philadelphia","Luxo Professional Magnifying Clamp-On Fluorescent Lamps",332.832,4,0.2,-24.9624,"","","","M11","Q03","H02","Y02"
6509,"CA-2017-102197","12/20/2017","12/26/2017","New York City","Xerox 1908",279.9,5,0,137.151,"","","","","","",""
6510,"CA-2017-102197","12/20/2017","12/26/2017","New York City","GBC Premium Transparent Covers with Diagonal Lined Pattern",50.352,3,0.2,17.6232,"","","","","","",""
6511,"CA-2017-102197","12/20/2017","12/26/2017","New York City","Xerox 188",34.02,3,0,16.6698,"","","","","","",""
6512,"CA-2017-167640","3/6/2017","3/10/2017","San Francisco","Fluorescent Highlighters by Dixon",23.88,6,0,8.1192,"","","","","","",""
6513,"CA-2017-167640","3/6/2017","3/10/2017","San Francisco","Avery 49",11.52,4,0,5.6448,"","","","","","",""
6514,"CA-2017-167640","3/6/2017","3/10/2017","San Francisco","Xerox 1893",286.93,7,0,140.5957,"","","","","","",""
6515,"CA-2017-167640","3/6/2017","3/10/2017","San Francisco","Digium D40 VoIP phone",206.384,2,0.2,23.2182,"","","","","","",""
6516,"US-2017-116652","9/15/2017","9/19/2017","San Francisco","Leather Task Chair, Black",218.352,3,0.2,0,"","","","","","",""
6517,"US-2017-116652","9/15/2017","9/19/2017","San Francisco","Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",529.9,5,0,105.98,"","","","","","",""
6518,"US-2017-116652","9/15/2017","9/19/2017","San Francisco","Peel-Off China Markers",99.3,10,0,41.706,"","","","","","",""
6519,"US-2017-116652","9/15/2017","9/19/2017","San Francisco","Belkin 5 Outlet SurgeMaster Power Centers",108.96,2,0,30.5088,"","","","","","",""
6520,"US-2017-116652","9/15/2017","9/19/2017","San Francisco","Cardinal Poly Pocket Divider Pockets for Ring Binders",2.688,1,0.2,0.84,"","","","","","",""
6521,"CA-2017-138289","1/16/2017","1/18/2017","Jackson","GBC DocuBind P400 Electric Binding System",5443.96,4,0,2504.2216,"","","","","","",""
6522,"CA-2017-138289","1/16/2017","1/18/2017","Jackson","Office Star Flex Back Scooter Chair with Aluminum Finish Frame",302.67,3,0,72.6408,"","","","","","",""
6523,"CA-2017-138289","1/16/2017","1/18/2017","Jackson","TOPS Money Receipt Book, Consecutively Numbered in Red,",56.07,7,0,25.2315,"","","","","","",""
6524,"CA-2016-129308","7/7/2016","7/13/2016","Philadelphia","Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",10.08,2,0.2,3.276,"D523","WK75","BW38","M18","Q03","H02","Y02"
6525,"CA-2016-129308","7/7/2016","7/13/2016","Philadelphia","Panasonic KX T7731-B Digital phone",59.994,1,0.4,-12.9987,"D523","WK75","BW38","M18","Q03","H02","Y02"
6526,"CA-2016-129308","7/7/2016","7/13/2016","Philadelphia","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,5,0.7,-4.7625,"D523","WK75","BW38","M18","Q03","H02","Y02"
6527,"CA-2016-129308","7/7/2016","7/13/2016","Philadelphia","GBC Standard Plastic Binding Systems' Combs",9.42,5,0.7,-7.85,"D523","WK75","BW38","M18","Q03","H02","Y02"
6528,"CA-2016-157791","12/23/2016","12/28/2016","Warwick","Hewlett Packard 610 Color Digital Copier / Printer",1999.96,4,0,899.982,"","","","M11","Q03","H02","Y02"
6529,"CA-2014-146864","12/22/2014","12/26/2014","New York City","Desktop 3-Pocket Hot File",216.4,4,0,56.264,"","","","","","",""
6530,"CA-2014-103744","2/23/2014","2/27/2014","El Paso","Staple-on labels",6.936,3,0.2,2.3409,"","","","","","",""
6531,"CA-2014-103744","2/23/2014","2/27/2014","El Paso","GBC Plastic Binding Combs",4.428,3,0.8,-6.8634,"","","","","","",""
6532,"US-2017-107384","12/4/2017","12/8/2017","Rochester","Newell 310",8.8,5,0,2.552,"","","","","","",""
6533,"US-2017-107384","12/4/2017","12/8/2017","Rochester","First Data TMFD35 PIN Pad",142.8,1,0,29.988,"","","","","","",""
6534,"US-2017-107384","12/4/2017","12/8/2017","Rochester","Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology",399.95,5,0,143.982,"","","","","","",""
6535,"CA-2014-128209","11/17/2014","11/22/2014","Buffalo","GBC DocuBind TL300 Electric Binding System",2152.776,3,0.2,726.5619,"","","","","","",""
6536,"CA-2014-128209","11/17/2014","11/22/2014","Buffalo","DMI Eclipse Executive Suite Bookcases",4007.84,10,0.2,-50.098,"","","","","","",""
6537,"CA-2014-169684","10/20/2014","10/23/2014","Knoxville","Lesro Round Back Collection Coffee Table, End Table",328.59,3,0.4,-147.8655,"","","","","","",""
6538,"CA-2014-169684","10/20/2014","10/23/2014","Knoxville","Contico 72""H Heavy-Duty Storage System",98.352,3,0.2,-24.588,"","","","","","",""
6539,"CA-2015-109862","10/25/2015","10/30/2015","Newark","ClearOne Communications CHAT 70 OC Speaker Phone",158.99,1,0,41.3374,"D267","WK39","BW20","M09","Q01","H01","Y01"
6540,"CA-2015-109862","10/25/2015","10/30/2015","Newark","Iceberg Nesting Folding Chair, 19w x 6d x 43h",291.1,5,0,75.686,"D267","WK39","BW20","M09","Q01","H01","Y01"
6541,"US-2017-107888","11/16/2017","11/19/2017","Seattle","Xerox 1933",73.68,6,0,34.6296,"","","","","","",""
6542,"US-2017-107888","11/16/2017","11/19/2017","Seattle","Tenex ""The Solids"" Textured Chair Mats",139.92,2,0,23.7864,"","","","","","",""
6543,"US-2017-107888","11/16/2017","11/19/2017","Seattle","Plantronics Encore H101 Dual Earpieces Headset",107.88,3,0.2,10.788,"","","","","","",""
6544,"US-2017-107888","11/16/2017","11/19/2017","Seattle","Fellowes Bases and Tops For Staxonsteel/High-Stak Systems",33.29,1,0,7.9896,"","","","","","",""
6545,"US-2017-154872","5/14/2017","5/18/2017","Cleveland","Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",58.17,5,0.7,-46.536,"","","","","","",""
6546,"US-2017-154872","5/14/2017","5/18/2017","Cleveland","Avery 502",5.04,2,0.2,1.764,"","","","","","",""
6547,"US-2017-154872","5/14/2017","5/18/2017","Cleveland","Xerox 19",24.784,1,0.2,7.745,"","","","","","",""
6548,"CA-2014-113880","3/1/2014","3/5/2014","Elmhurst","Novimex Swivel Fabric Task Chair",634.116,6,0.3,-172.1172,"","","","","","",""
6549,"CA-2014-113880","3/1/2014","3/5/2014","Elmhurst","Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,3,0.2,5.6784,"","","","","","",""
6550,"US-2015-164966","7/30/2015","8/1/2015","Lakeville","Global Stack Chair without Arms, Black",155.88,6,0,38.97,"D177","WK26","BW13","M07","Q01","H01","Y01"
6551,"CA-2015-126739","11/1/2015","11/3/2015","New York City","Global Highback Leather Tilter in Burgundy",327.564,4,0.1,21.8376,"D271","WK39","BW20","M10","Q01","H01","Y01"
6552,"CA-2017-161578","12/16/2017","12/21/2017","Los Angeles","Xerox 1898",13.36,2,0,6.4128,"","","","","","",""
6553,"CA-2017-161578","12/16/2017","12/21/2017","Los Angeles","Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5,0,7.945,"","","","","","",""
6554,"CA-2014-137092","10/20/2014","10/22/2014","Chicago","Logitech Wireless Performance Mouse MX for PC and Mac",319.968,4,0.2,71.9928,"","","","","","",""
6555,"CA-2014-137092","10/20/2014","10/22/2014","Chicago","24 Capacity Maxi Data Binder Racks, Pearl",505.32,3,0.2,31.5825,"","","","","","",""
6556,"CA-2014-137092","10/20/2014","10/22/2014","Chicago","Wirebound Voice Message Log Book",3.808,1,0.2,1.2376,"","","","","","",""
6557,"CA-2014-137092","10/20/2014","10/22/2014","Chicago","Satellite Sectional Post Binders",8.682,1,0.8,-14.7594,"","","","","","",""
6558,"CA-2014-137092","10/20/2014","10/22/2014","Chicago","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",24.424,1,0.2,7.9378,"","","","","","",""
6559,"CA-2015-166947","6/5/2015","6/10/2015","Buffalo","Hon Every-Day Series Multi-Task Chairs",1522.638,9,0.1,169.182,"D125","WK18","","M05","Q01","H01","Y01"
6560,"CA-2016-160941","7/21/2016","7/26/2016","Roseville","Ames Color-File Green Diamond Border X-ray Mailers",419.9,5,0,197.353,"D536","WK77","BW39","M18","Q03","H02","Y02"
6561,"CA-2016-160941","7/21/2016","7/26/2016","Roseville","Self-Adhesive Removable Labels",3.15,1,0,1.512,"D536","WK77","BW39","M18","Q03","H02","Y02"
6562,"CA-2017-144680","3/31/2017","4/2/2017","Arlington","Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection",33.62,5,0.8,-90.774,"","","","","","",""
6563,"CA-2014-166086","5/7/2014","5/12/2014","Lawrence","Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",16.14,3,0,7.9086,"","","","","","",""
6564,"CA-2014-166086","5/7/2014","5/12/2014","Lawrence","Balt Split Level Computer Training Table",194.25,2,0.3,-38.85,"","","","","","",""
6565,"CA-2014-166086","5/7/2014","5/12/2014","Lawrence","Newell 335",8.64,3,0,2.5056,"","","","","","",""
6566,"CA-2014-166086","5/7/2014","5/12/2014","Lawrence","Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,0,244.2496,"","","","","","",""
6567,"CA-2017-131282","2/5/2017","2/8/2017","Waco","Ibico Hi-Tech Manual Binding System",243.992,4,0.8,-426.986,"","","","","","",""
6568,"CA-2017-131282","2/5/2017","2/8/2017","Waco","Staples in misc. colors",7.12,5,0.2,0.712,"","","","","","",""
6569,"CA-2014-100678","4/18/2014","4/22/2014","Houston","Prang Dustless Chalk Sticks",2.688,2,0.2,1.008,"","","","","","",""
6570,"CA-2014-100678","4/18/2014","4/22/2014","Houston","DMI Arturo Collection Mission-style Design Wood Chair",317.058,3,0.3,-18.1176,"","","","","","",""
6571,"CA-2014-100678","4/18/2014","4/22/2014","Houston","Cameo Buff Policy Envelopes",149.352,3,0.2,50.4063,"","","","","","",""
6572,"CA-2014-100678","4/18/2014","4/22/2014","Houston","Kensington Expert Mouse Optical USB Trackball for PC or Mac",227.976,3,0.2,28.497,"","","","","","",""
6573,"CA-2016-161543","5/10/2016","5/16/2016","Seattle","Xerox 1965",11.96,2,0,5.8604,"D465","WK67","BW34","M16","Q03","H02","Y02"
6574,"CA-2016-160535","11/25/2016","11/30/2016","Plainfield","Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4,0,67.608,"","","","M11","Q03","H02","Y02"
6575,"CA-2016-160535","11/25/2016","11/30/2016","Plainfield","Konica Minolta magicolor 1690MF Multifunction Printer",319.92,8,0,118.3704,"","","","M11","Q03","H02","Y02"
6576,"CA-2017-123085","3/3/2017","3/8/2017","Los Angeles","Imation Bio 2GB USB Flash Drive Imation Corp",1049.44,8,0,440.7648,"","","","","","",""
6577,"CA-2017-123085","3/3/2017","3/8/2017","Los Angeles","Novimex Turbo Task Chair",170.352,3,0.2,-17.0352,"","","","","","",""
6578,"CA-2015-153752","12/6/2015","12/11/2015","Arlington","AT&T CL82213",173.94,6,0,50.4426,"D309","WK45","BW23","M11","Q01","H01","Y01"
6579,"CA-2014-103660","8/25/2014","8/30/2014","Seattle","Polycom VVX 310 VoIP phone",1007.944,7,0.2,75.5958,"","","","","","",""
6580,"CA-2016-169887","10/22/2016","10/22/2016","Seattle","Xerox 1986",6.68,1,0,3.2064,"","","","M11","Q03","H02","Y02"
6581,"CA-2016-169887","10/22/2016","10/22/2016","Seattle","Prang Drawing Pencil Set",8.34,3,0,2.2518,"","","","M11","Q03","H02","Y02"
6582,"CA-2016-169887","10/22/2016","10/22/2016","Seattle","Linden 12"" Wall Clock With Oak Frame",101.94,3,0,30.582,"","","","M11","Q03","H02","Y02"
6583,"CA-2016-148516","8/7/2016","8/11/2016","Edmonds","Logitech Illuminated - Keyboard",179.97,3,0,86.3856,"D552","WK79","BW40","M19","Q03","H02","Y02"
6584,"CA-2017-104731","7/21/2017","7/27/2017","Salem","Berol Giant Pencil Sharpener",101.94,6,0,29.5626,"","","","","","",""
6585,"CA-2017-104731","7/21/2017","7/27/2017","Salem","Nortel Networks T7316 E Nt8 B27",271.96,4,0,67.99,"","","","","","",""
6586,"CA-2017-104731","7/21/2017","7/27/2017","Salem","Regeneration Desk Collection",8.8,5,0,3.872,"","","","","","",""
6587,"CA-2017-104731","7/21/2017","7/27/2017","Salem","Newell 35",19.68,6,0,5.7072,"","","","","","",""
6588,"CA-2017-104731","7/21/2017","7/27/2017","Salem","Bush Westfield Collection Bookcases, Fully Assembled",302.94,3,0,69.6762,"","","","","","",""
6589,"CA-2017-104731","7/21/2017","7/27/2017","Salem","Cardinal Holdit Business Card Pockets",14.94,3,0,7.1712,"","","","","","",""
6590,"CA-2017-104731","7/21/2017","7/27/2017","Salem","Premier Electric Letter Opener",231.72,2,0,11.586,"","","","","","",""
6591,"CA-2014-164749","3/23/2014","3/26/2014","Delray Beach","Avery 476",9.912,3,0.2,3.2214,"","","","","","",""
6592,"CA-2015-103716","4/30/2015","5/6/2015","San Francisco","Newell 324",34.65,3,0,9.702,"D090","WK13","","M04","Q01","H01","Y01"
6593,"CA-2015-103716","4/30/2015","5/6/2015","San Francisco","Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple",19.8,5,0.2,1.7325,"D090","WK13","","M04","Q01","H01","Y01"
6594,"CA-2016-126795","6/13/2016","6/16/2016","New York City","Premium Transparent Presentation Covers by GBC",33.568,2,0.2,11.7488,"D496","WK71","BW36","M17","Q03","H02","Y02"
6595,"CA-2015-146290","5/4/2015","5/11/2015","Indianapolis","Model L Table or Wall-Mount Pencil Sharpener",125.93,7,0,35.2604,"D095","WK14","","M04","Q01","H01","Y01"
6596,"CA-2017-157112","4/23/2017","4/26/2017","Columbus","XtraLife ClearVue Slant-D Ring Binders by Cardinal",11.76,5,0.7,-7.84,"","","","","","",""
6597,"CA-2017-157112","4/23/2017","4/26/2017","Columbus","Xerox 195",5.344,1,0.2,1.8704,"","","","","","",""
6598,"CA-2014-169257","6/6/2014","6/12/2014","Jacksonville","Presstex Flexible Ring Binders",1.365,1,0.7,-0.91,"","","","","","",""
6599,"CA-2014-169257","6/6/2014","6/12/2014","Jacksonville","Xerox 1944",62.016,2,0.2,22.4808,"","","","","","",""
6600,"CA-2014-154095","12/2/2014","12/7/2014","Clinton","DAX Metal Frame, Desktop, Stepped-Edge",60.72,3,0,23.6808,"","","","","","",""
6601,"CA-2014-154095","12/2/2014","12/7/2014","Clinton","Xerox 1942",146.82,3,0,73.41,"","","","","","",""
6602,"CA-2014-154095","12/2/2014","12/7/2014","Clinton","Global Stack Chair with Arms, Black",239.84,8,0,64.7568,"","","","","","",""
6603,"CA-2014-154095","12/2/2014","12/7/2014","Clinton","Avery 509",15.66,6,0,7.2036,"","","","","","",""
6604,"CA-2017-146346","6/17/2017","6/20/2017","Commerce City","Carina Media Storage Towers in Natural & Black",146.352,3,0.2,-32.9292,"","","","","","",""
6605,"CA-2016-148852","5/26/2016","5/31/2016","Santa Ana","Alliance Big Bands Rubber Bands, 12/Pack",5.94,3,0,0,"D480","WK69","BW35","M16","Q03","H02","Y02"
6606,"CA-2016-148852","5/26/2016","5/31/2016","Santa Ana","Xerox 1946",45.36,7,0,21.7728,"D480","WK69","BW35","M16","Q03","H02","Y02"
6607,"CA-2016-148852","5/26/2016","5/31/2016","Santa Ana","Cisco SPA508G",211.168,4,0.2,23.7564,"D480","WK69","BW35","M16","Q03","H02","Y02"
6608,"CA-2016-148852","5/26/2016","5/31/2016","Santa Ana","Global Low Back Tilter Chair",484.704,6,0.2,-84.8232,"D480","WK69","BW35","M16","Q03","H02","Y02"
6609,"CA-2016-148852","5/26/2016","5/31/2016","Santa Ana","Fellowes Powershred HS-440 4-Sheet High Security Shredder",371.976,3,0.2,116.2425,"D480","WK69","BW35","M16","Q03","H02","Y02"
6610,"US-2015-118906","3/10/2015","3/10/2015","Clinton","Pizazz Global Quick File",89.82,6,0,25.1496,"D033","WK05","","M02","Q01","H01","Y01"
6611,"CA-2016-168921","10/20/2016","10/22/2016","Los Angeles","Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,3,0.2,6.03,"","","","M11","Q03","H02","Y02"
6612,"CA-2015-107678","4/21/2015","4/28/2015","Louisville","Global Deluxe Office Fabric Chairs",191.96,2,0,51.8292,"D082","WK12","","M03","Q01","H01","Y01"
6613,"CA-2015-107678","4/21/2015","4/28/2015","Louisville","Wilson Jones Hanging View Binder, White, 1""",21.3,3,0,9.798,"D082","WK12","","M03","Q01","H01","Y01"
6614,"CA-2015-107678","4/21/2015","4/28/2015","Louisville","Jabra SPEAK 410",469.95,5,0,131.586,"D082","WK12","","M03","Q01","H01","Y01"
6615,"CA-2015-107678","4/21/2015","4/28/2015","Louisville","Tenex ""The Solids"" Textured Chair Mats",209.88,3,0,35.6796,"D082","WK12","","M03","Q01","H01","Y01"
6616,"CA-2016-123512","6/17/2016","6/19/2016","Los Angeles","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",239.666,2,0.15,14.098,"D499","WK72","BW36","M17","Q03","H02","Y02"
6617,"CA-2016-123512","6/17/2016","6/19/2016","Los Angeles","Avery 496",22.5,6,0,10.8,"D499","WK72","BW36","M17","Q03","H02","Y02"
6618,"CA-2016-123512","6/17/2016","6/19/2016","Los Angeles","Xerox 1914",219.84,4,0,107.7216,"D499","WK72","BW36","M17","Q03","H02","Y02"
6619,"US-2017-167402","1/13/2017","1/18/2017","Springfield","Xerox 23",32.4,5,0,15.552,"","","","","","",""
6620,"US-2017-167402","1/13/2017","1/18/2017","Springfield","Hunt Boston Vacuum Mount KS Pencil Sharpener",209.94,6,0,54.5844,"","","","","","",""
6621,"US-2017-167402","1/13/2017","1/18/2017","Springfield","Martin Yale Chadless Opener Electric Letter Opener",4164.05,5,0,83.281,"","","","","","",""
6622,"US-2017-167402","1/13/2017","1/18/2017","Springfield","Hon Metal Bookcases, Black",212.94,3,0,53.235,"","","","","","",""
6623,"CA-2014-130449","9/6/2014","9/9/2014","San Francisco","Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",41.88,6,0,12.1452,"","","","","","",""
6624,"CA-2014-130449","9/6/2014","9/9/2014","San Francisco","Avery 516",58.48,8,0,27.4856,"","","","","","",""
6625,"CA-2015-141250","1/19/2015","1/23/2015","Texas City","Bevis Round Conference Table Top & Single Column Base",102.438,1,0.3,-13.1706,"","","","M01","Q01","H01","Y01"
6626,"CA-2015-141250","1/19/2015","1/23/2015","Texas City","Harbour Creations 67200 Series Stacking Chairs",199.304,4,0.3,-8.5416,"","","","M01","Q01","H01","Y01"
6627,"CA-2014-145541","12/14/2014","12/21/2014","New York City","HP Designjet T520 Inkjet Large Format Printer - 24"" Color",6999.96,4,0,2239.9872,"","","","","","",""
6628,"CA-2014-138513","5/23/2014","5/27/2014","Bellevue","Xerox 1999",12.96,2,0,6.2208,"","","","","","",""
6629,"CA-2015-135489","9/19/2015","9/22/2015","New York City","PureGear Roll-On Screen Protector",279.86,14,0,134.3328,"D229","WK33","BW17","M08","Q01","H01","Y01"
6630,"CA-2015-125696","10/2/2015","10/6/2015","Wilson","Pressboard Hanging Data Binders for Unburst Sheets",7.38,5,0.7,-5.412,"D243","WK35","BW18","M09","Q01","H01","Y01"
6631,"CA-2016-105081","12/25/2016","12/30/2016","Seattle","Global Executive Mid-Back Manager's Chair",698.352,3,0.2,52.3764,"","","","M11","Q03","H02","Y02"
6632,"CA-2016-105081","12/25/2016","12/30/2016","Seattle","SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1747.25,5,0,629.01,"","","","M11","Q03","H02","Y02"
6633,"US-2016-146857","5/6/2016","5/8/2016","Springfield","Belkin 5 Outlet SurgeMaster Power Centers",54.48,1,0,15.2544,"D457","WK66","BW33","M16","Q03","H02","Y02"
6634,"CA-2016-166275","10/24/2016","10/24/2016","San Francisco","Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset",199.99,1,0,85.9957,"","","","M11","Q03","H02","Y02"
6635,"CA-2017-144498","5/6/2017","5/6/2017","Charlotte","Wilson Jones Century Plastic Molded Ring Binders",68.541,11,0.7,-52.5481,"","","","","","",""
6636,"CA-2017-144498","5/6/2017","5/6/2017","Charlotte","GE 30524EE4",627.168,4,0.2,70.5564,"","","","","","",""
